tmutc,lon,lat,filename
2024-08-02 7:14,126.54383,36.60082,20241008_023316_DR9E90247_0313_original
2024-10-08 2:33,126.54365,36.60071,20241008_023316_DR9E90247_0316_original
2024-10-08 2:33,126.54365,36.60071,20241008_023316_DR9E90247_0320_original
2024-08-02 7:14,126.54365,36.60071,20241008_023316_DR9E90247_0342_original
2024-10-08 2:33,126.54365,36.60071,20241008_023316_DR9E90247_0345_original
2024-10-08 2:33,126.54344,36.6006,20241008_023316_DR9E90247_0348_original
2024-08-02 7:14,126.54344,36.6006,20241008_023316_DR9E90247_0352_original
2024-08-02 7:14,126.54344,36.6006,20241008_023316_DR9E90247_0357_original
2024-10-08 2:33,126.54344,36.6006,20241008_023316_DR9E90247_0361_original
2024-08-02 7:14,126.54344,36.6006,20241008_023316_DR9E90247_0365_original
2024-10-08 2:33,126.54344,36.6006,20241008_023316_DR9E90247_0368_original
2024-08-02 7:14,126.54326,36.60049,20241008_023316_DR9E90247_0372_original
2024-08-02 7:14,126.54326,36.60049,20241008_023316_DR9E90247_0376_original
2024-08-02 7:14,126.54284,36.60026,20241008_023316_DR9E90247_0447_original
2024-08-02 7:14,126.54284,36.60026,20241008_023316_DR9E90247_0451_original
2024-08-02 7:14,126.54284,36.60026,20241008_023316_DR9E90247_0454_original
2024-10-08 2:33,126.54284,36.60026,20241008_023316_DR9E90247_0458_original
2024-10-08 2:33,126.54284,36.60026,20241008_023316_DR9E90247_0462_original
2024-10-08 2:33,126.54264,36.60014,20241008_023316_DR9E90247_0466_original
2024-10-08 2:33,126.54264,36.60014,20241008_023316_DR9E90247_0469_original
2024-08-02 7:14,126.54264,36.60014,20241008_023316_DR9E90247_0474_original
2024-10-08 2:33,126.54264,36.60014,20241008_023316_DR9E90247_0477_original
2024-10-08 2:33,126.54264,36.60014,20241008_023316_DR9E90247_0481_original
2024-10-08 2:33,126.54264,36.60014,20241008_023316_DR9E90247_0485_original
2024-10-08 2:33,126.54264,36.60014,20241008_023316_DR9E90247_0490_original
2024-10-08 2:33,126.54029,36.59923,20241008_023316_DR9E90247_0806_original
2024-10-08 2:33,126.54029,36.59923,20241008_023316_DR9E90247_0810_original
2024-10-08 2:33,126.54029,36.59923,20241008_023316_DR9E90247_0814_original
2024-10-08 2:33,126.54029,36.59923,20241008_023316_DR9E90247_0819_original
2024-10-08 2:33,126.54029,36.59923,20241008_023316_DR9E90247_0822_original
2024-10-08 2:33,126.54029,36.59923,20241008_023316_DR9E90247_0826_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0830_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0834_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0837_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0840_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0844_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0849_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0852_original
2024-10-08 2:33,126.54008,36.5992,20241008_023316_DR9E90247_0855_original
2024-10-08 2:33,126.53986,36.59917,20241008_023316_DR9E90247_0859_original
2024-10-08 2:33,126.53986,36.59917,20241008_023316_DR9E90247_0863_original
2024-10-08 2:33,126.53963,36.59915,20241008_023316_DR9E90247_0903_original
2024-10-08 2:33,126.53963,36.59915,20241008_023316_DR9E90247_0910_original
2024-10-08 2:33,126.53963,36.59915,20241008_023316_DR9E90247_0915_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0918_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0922_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0926_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0929_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0933_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0937_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0940_original
2024-10-08 2:33,126.53941,36.59914,20241008_023316_DR9E90247_0944_original
2024-10-08 2:33,126.53921,36.59913,20241008_023316_DR9E90247_0948_original
2024-10-08 2:33,126.53921,36.59913,20241008_023316_DR9E90247_0952_original
